model,tahun,harga,transmisi,odometer,jenis,pajak,mesin,BBM_Aktual,BBM_Prediksi
10,2012.08,32795.46,2,84353.91,0,3.18,146.72,90.08012604743362,101.87812123218328
5,2012.426881465426,13671.65243042674,1,47400.04811650529,0,6.168023915960532,72.7508622482903,26.59254894978634,43.128395175873614
2,2017.23,28998.51,0,54725.79,0,223.49,145.08,118.8969834834591,136.7413937986945
11,2018.076715081777,11301.017708406322,0,29948.205964446403,1,131.1269375988858,175.31961590309993,101.23535853261244,109.26673613232576
0,2011.55,5789.33,0,70845.0,2,120.49,74.16,62.31989949563295,59.29862068331665
4,2018.0065161680875,19520.478517453885,1,113406.24951445282,1,135.0209772841964,96.66730999303547,111.17828770018764,113.25815996591649
5,2015.242183974791,1232.351094305901,0,28151.43558952262,2,131.77941790012045,35.99281909552703,20.08429749337774,35.12897062725958
2,2014.54,22997.24,2,51684.4,3,26.89,113.84,93.2711955461606,72.21321816151317
0,2014.32,32309.1,1,36758.25,3,136.71,7.46,72.15420463736908,52.06865254004798
4,2010.836111582456,21770.13523889484,2,100013.5460813034,1,204.4437003089041,76.08262371729721,81.67837734003247,99.37871419697635
11,2011.821715696669,20256.05619905721,0,54346.7890857539,2,122.5400684822302,49.27681374563576,47.55789438333511,55.86945615662307
11,2020.3045287683813,25964.345131359914,2,30761.22525580567,2,163.78400865287222,60.87888602435179,90.58040681095972,85.09362352802395
9,2011.89481912702,17233.09612795088,2,41984.55796281658,2,178.43003712337972,89.21743588879512,68.9078832987498,82.41792845299311
0,2018.8,31047.94,2,72113.1,3,107.71,42.08,87.22318477107977,81.4658246598446
8,2014.005120198402,24814.341099998564,0,51029.78704077032,0,31.1093628050738,20.185788098007265,51.241574171478646,38.86921366940987
12,2013.62,12833.69,0,101454.44,3,251.96,147.08,135.8162190360202,135.41866789333338
9,2012.298782045644,10651.152879096308,0,76244.81390420726,2,191.35984503696943,84.0956512374541,98.67386504840556,89.27194284403102
1,2011.05,14883.68,1,74974.66,3,173.57,112.49,100.1464092958026,94.77468139071735
7,2018.46,8737.27,2,9205.49,2,168.22,22.87,40.862370065857874,46.51428731913341
6,2018.16,12337.12,1,31128.45,2,215.91,64.15,84.26021518362067,78.00523069402315
2,2015.379997803892,11348.223160694492,1,79555.43758887154,0,22.007385707334123,99.74104388937316,80.68004713710904,72.42654051067171
3,2015.9672636910109,21290.801788234687,0,13132.19871706715,2,206.65426267816068,139.43949196920082,98.81788801549015,107.05747317328338
4,2017.29,19792.08,2,90234.6,1,10.5,60.94,68.1956947536104,64.73160834469931
8,2015.29,34029.1,0,8807.48,1,292.98,48.5,78.48068877470057,93.79300500240102
9,2017.5704225575016,16063.887569689216,0,83723.57650392839,0,285.8823247350261,125.29147722614468,145.6318136207076,140.2648993563007
11,2014.66,16681.42,1,29079.17,3,273.53,54.24,79.12162002575438,79.08311382008247
4,2014.4105288893188,27153.790990116137,0,92401.05505138123,0,241.9749214614137,70.21373261581633,117.08323080017703,113.27453068529141
3,2017.9623587773915,18902.58821378513,1,73231.35200141591,1,170.603242501885,-13.82234536152663,52.69950281354038,52.087700843008406
6,2015.38,28582.99,1,77756.92,1,171.56,68.36,88.849935021571,96.04833479891296
5,2016.44135998716,15230.477875932202,1,42900.56794720126,0,71.77601063926784,14.5720156825574,36.2187192508389,33.012244644555544
8,2018.12,15302.86,0,4642.13,1,132.41,114.1,79.55332854317001,78.24748712778536
0,2015.8176552963232,12954.765360815423,0,115184.15258368228,2,142.27965924803874,69.54066178980605,90.24337073239452,93.62185980391743
1,2017.2,33758.35,2,103726.0,3,51.65,23.16,79.6886335234045,72.19648701312522
12,2018.07,24413.03,0,14592.5,2,91.94,63.28,63.438363563420126,63.466565566203364
5,2011.563754510029,4799.424564019859,0,6127.249032587839,3,153.80488437660276,21.3373006333588,26.75997351137564,21.17434386731816
5,2014.15,12680.57,1,105459.98,1,189.3,107.29,104.427716987314,112.29400988299713
4,2014.5817331882447,7758.365827388467,0,59929.05305294325,2,208.8157019042052,50.37021186511063,60.37115183219424,72.68242854029792
9,2013.380106586976,13669.389337583643,1,75518.99525878043,1,141.03559472786085,56.44386040540116,72.98447250909622,68.31328306301837
12,2011.4,10367.28,0,58623.38,0,234.31,126.07,104.03378749636776,103.4348521778097
10,2014.3890325573057,29548.5867395346,0,74703.41988016579,0,190.43843354858225,65.5269717146577,80.52074025233007,97.76589822870693
3,2012.84,34264.5,2,67002.65,3,242.43,123.43,119.07113354453304,132.6686265574474
11,2015.2141501231304,7468.342146084013,1,47178.92598650759,2,114.3294424967194,115.0631874042988,75.38499128970014,83.19594865003513
10,2012.0181765866143,17686.428527604923,0,56757.740632191446,1,80.34716917666397,42.89592316862704,52.26930199412392,42.30437933644991
10,2016.8207584719264,21102.57531562928,1,62642.17586912858,1,87.59034601636847,147.72122296702875,121.84307780254136,114.07080250838773
0,2013.66,10502.25,1,67105.45,0,172.86,55.73,73.69112882982193,71.47430638005122
9,2018.3832427845928,28383.928671623085,0,41033.25770897919,1,143.89101008425726,33.84129196899762,81.92486513157485,65.58529497193233
10,2014.86,15539.55,0,45495.74,2,230.43,76.99,93.15020502240309,93.75980614391612
2,2017.905256545435,7556.275404211552,0,11171.785091923324,2,164.2223099048383,101.49496143576954,84.93762410345894,79.05944443103104
9,2011.702611432632,16519.318783678857,1,18091.23986824916,1,30.63526077042784,135.08978512083377,72.05426246715874,62.430089996370114
12,2017.858373799492,22076.95072123183,1,103136.12998232315,2,147.94977435744966,111.5365873511553,105.99031251560474,118.91237286708234
2,2014.208162841176,6692.832689850631,1,82544.15362395863,3,69.04233822244397,121.57930258572384,67.95798009510297,86.77407240528805
12,2018.202922131347,20415.169484259968,2,39337.49400530128,3,410.9197567862861,21.192080617033994,96.4315146863544,94.61776650078667
12,2015.97,27910.84,2,50125.42,1,12.23,95.66,72.5694994888516,74.5241944163383
7,2015.81,4709.1,1,94275.53,1,161.2,115.66,91.56394317733096,103.89030145560923
1,2014.50785066168,26356.865895696912,0,29187.181400286303,0,302.4790835841269,68.19883727601322,91.74507658433863,103.66682969064883
5,2015.2040502386967,10432.873327259516,0,50857.94035253207,3,123.6180231904932,111.57420429994464,98.70880986765064,81.07318048649411
2,2013.907850436433,16539.25186923175,1,41224.85494228754,0,140.76249565734742,149.27131269318448,113.61576067060768,105.2140090438681
4,2012.9968725330136,12271.67247755636,0,59973.37233965055,2,132.19863441555864,155.01736447060378,100.38762430166548,103.26444652375618
3,2015.522432132473,13627.239483042384,2,105830.45388472229,0,128.52970956836168,81.51648346018999,110.02264106451052,91.67496076773261
4,2017.24,9252.12,2,6372.09,3,263.91,63.67,85.24460509146793,72.64738745752976
7,2020.798228780831,7310.32917920701,2,50809.32043572878,1,199.2479813805577,93.20520484498942,100.38378949760578,96.54530891126542
3,2014.8465879995213,14167.226124729828,0,80417.33480811425,2,126.2454491661427,149.54841890353137,109.04598063307806,112.17012157066901
8,2011.9095727104163,19212.70372828264,0,34329.12540332978,3,-83.40839102098803,80.96766650873758,22.1516070549853,31.25264028785645
0,2016.064288872044,26513.996417235896,2,52087.947998894335,0,32.32286003019836,81.67103896670402,61.1372697717848,69.23917665402685
4,2018.2,25727.73,1,73759.91,2,154.5,58.21,82.24111819418461,90.61174633073742
11,2013.81,20979.99,1,79452.84,0,105.75,51.0,77.24617460482148,66.20627141853487
2,2011.6390176824068,23464.07415919909,0,105250.60803969702,2,279.57390106129634,17.503899562299104,112.70935189753872,85.85101185006636
5,2017.7236278510927,20399.419092954624,1,85986.49238555727,0,292.55890138565763,167.91877734147417,164.63960559886846,164.22355870453063
12,2014.46,10439.71,1,85248.69,3,5.62,145.11,93.82265534362617,92.10733275884999
11,2014.605288655044,17595.366790429583,0,57658.61480854798,3,189.8446251339189,101.96784267100038,97.85300434708618,98.16531607538043
4,2012.2536023384705,22500.93888275928,2,65471.121706361424,1,11.54566907117058,77.70562754474213,42.25388348310295,58.573330813360826
6,2012.586301642364,21539.97024989896,1,74737.08757008822,2,281.12959317103594,91.11972815474286,119.57355500034612,109.52869001882175
10,2018.06,21353.29,2,21980.95,2,235.47,91.28,87.53572174164997,94.83892523924736
6,2012.306347370776,12163.292382638829,1,113535.61053705274,1,94.83144117732608,77.15899182651589,70.69895807768087,81.31511768114855
1,2018.726420269062,9709.327550144097,0,64693.5310415548,2,66.50166632245066,99.02699865397028,81.99442207378253,77.18778555237188
5,2014.029859701198,27208.21432455782,2,69466.56536081641,1,117.31442664418148,27.41807676436713,42.411565177085535,64.23316804328756
5,2014.66,24016.9,2,2708.7,3,293.94,106.58,97.94280788537012,104.85782580461685
0,2017.04,7701.65,1,114149.34,3,171.07,94.53,84.91599122024701,107.81539117024822
4,2010.736654931336,21745.333781165245,0,15150.587470795748,0,216.69180005793183,87.67604194721301,69.8624463965716,76.78806468659138
0,2012.5443806267783,29358.64462579512,0,118455.05781683176,2,236.53964940018727,87.90903858162334,121.92545819954658,126.33867990143938
0,2014.5063763870432,17391.984134423456,2,42779.08148994399,1,69.72513300672455,34.83814121171955,59.589253676594254,42.1874391580208
2,2017.150910310124,20929.10361690931,2,105520.32562458026,3,46.971607096066734,103.05970460313982,95.1010717015276,95.8193191487539
4,2014.1192518155704,23919.627176217426,2,16737.06216792443,0,69.66895972753828,95.74391513179836,73.77837434326715,62.4198838278968
4,2015.2833535530824,14824.282270998505,1,53305.65968391765,2,100.72412789261,94.71026292762592,70.53479384143358,73.81738815375424
3,2013.463051801319,10652.843414626706,1,49635.7424147057,2,28.5307930360691,147.67137586053656,75.50977727416156,77.74021789835442
3,2014.4683558963616,6616.3090765432025,0,106886.587533224,2,128.01400039216844,98.99277325787376,88.107758326329,93.510478034283
3,2012.7373926491853,23556.32100495962,1,80407.79601224983,3,118.92854879858552,111.3070734196605,91.76945698652196,97.76150232576113
0,2014.808773922675,28402.800054155538,1,7704.89140227763,3,321.8271340996212,94.033283880168,114.89416938821778,103.6173681391959
10,2013.48,4667.61,1,48372.15,3,284.04,44.1,69.36709978176766,68.9257129998622
6,2015.969655044816,15241.526135783744,2,42368.27836210751,3,217.58317425053843,39.7536522729341,75.39255498733223,69.2085290949421
12,2011.6,14268.05,2,1557.87,1,199.11,77.81,64.54213126423888,58.419732588554865
11,2014.8,5552.82,0,68977.68,0,172.94,122.61,99.85030733645496,98.54822268090544
12,2013.263647776002,-2984.688457475532,2,58483.00725433972,3,114.32240057429728,63.27329703331043,42.50428005935447,45.36235583115722
2,2014.065704886343,33645.55302864845,0,69347.29655887197,0,285.4450541551744,130.07485425012376,148.27640854071132,142.27975928502406
5,2016.8657222905204,6873.117196989151,1,18042.113346045007,2,153.62359063868746,58.498166478264,56.5410339181319,53.67370051596311
11,2017.8,30722.48,1,100007.97,2,183.43,78.49,122.86020337823852,118.81080736779448
11,2012.27307161362,10577.965727382814,2,70900.17085286307,2,132.79403985254925,48.4426367296124,59.76256371708047,55.46081990873995
9,2011.15,14582.22,2,100742.92,0,247.39,75.6,94.27666513928736,102.87167297819794
1,2014.069473080804,40514.422271368254,2,63344.36874037578,3,99.35818189381948,42.95482588531675,73.11009194115773,75.46009808019866
10,2014.61,14179.83,0,81327.76,0,107.67,79.42,85.81452367517251,77.9899496060137
2,2014.827971468953,30091.585793453563,1,23073.91161092715,1,85.87195546269513,41.50356625465562,43.97210776628404,49.2370568566037
11,2015.42678259123,23253.311118998903,0,62493.20641862776,0,254.11463232390432,50.34523946730489,96.38707445393844,94.86991960069714
0,2012.27,25663.52,0,28574.48,3,24.72,53.29,28.12392438143588,39.184703479764686
11,2011.014080746458,14719.928686864076,1,-19809.937320176563,1,72.44908690532975,13.836973959440035,-16.78062820409132,-6.2278909474585005
1,2015.953329369048,15050.734050747978,1,66895.18932072018,1,226.43444654083763,55.58086395420814,91.82016983160295,87.7321163066831
11,2015.5541930638587,7353.114136378248,1,142091.991997268,0,213.6901400988052,63.901888345489546,95.19301581079657,102.51564357095472
2,2018.56,7585.68,2,26696.09,3,13.65,118.88,56.87499044275155,66.24683393277094
10,2013.8,28996.12,0,51593.03,3,102.48,88.94,92.5586994006554,79.66331813810406
6,2013.456109196487,24592.35788341517,2,94355.58131414052,1,179.5973561515998,130.21631498805482,114.46859584954494,125.30250644055351
9,2015.1603151554548,17451.81101060116,2,55817.79374565947,1,1.1169538490445632,114.61715783672926,78.42441952899046,75.0418044054827
12,2013.700470010339,13507.3716704432,0,14730.008164432897,1,106.93776439062812,68.0412243315034,55.28339907272991,46.708055229122486
12,2013.26504987468,14141.004376093197,1,35422.097296879874,3,132.4377522988752,92.43802096695067,68.1192994993411,70.61842656494494
7,2015.722765786531,15883.267371359909,2,74457.35895591645,3,235.1155623160137,31.4969319855022,87.89509296008599,81.04006927579455
5,2015.221542941316,25460.9071979554,1,58507.22652016275,3,209.1185601548792,131.23082514803167,130.43061602480242,120.23232923536375
4,2014.8259267279475,16481.819266356862,2,95560.82155393677,3,81.27856967966729,39.92058279778582,52.01148155161125,61.16261718264952
8,2014.04557357751,34209.88607203579,2,71271.1327163957,3,170.75775192614202,121.03173145420844,111.88667597502906,120.41948377056076
9,2016.84,12396.41,1,114137.87,1,14.77,58.8,85.72532192927704,70.33235632476905
8,2016.3996011603608,23916.9188809064,2,6398.711324874836,3,58.69928223192977,73.90833587237519,39.80455168110777,55.2202303807946
0,2011.752678056904,22953.9147309824,0,26474.855777570032,3,3.599721061908724,120.05557185231191,53.50062692890276,59.72424754981879
0,2014.97,15136.84,1,115672.89,2,95.73,54.73,75.82208898926889,76.64109731612564
7,2017.7336512781403,13757.43538929676,1,27549.241675174588,0,-24.50161952164845,16.23928321875387,3.429352349957199,5.759935578695491
7,2015.544906556456,21336.10530177357,0,58902.74308797502,2,21.215498764438195,-21.246880980980063,10.654925379012369,24.47677976763338
7,2014.71,9799.06,0,106685.29,3,206.55,3.29,71.90433382404704,72.54642728903907
11,2017.59,34126.1,1,52976.11,1,191.59,66.6,100.78003798411824,98.34823640686572
4,2011.42,34119.6,0,53625.12,1,239.28,103.97,133.9935242737714,119.87027128796103
0,2015.9215099341288,14278.31163053466,1,93683.02132098455,3,134.02036452387352,15.050182071141576,59.19772327394419,63.868792937181176
10,2013.3994163992484,6214.922776399837,0,65638.8132311614,0,195.04235532703188,93.41080534324796,73.18101133182851,80.28129220927038
8,2010.919436622812,47344.01506436107,0,53399.20230656161,0,171.52672560978527,0.244265438925666,43.40154132885607,66.92480472047937
8,2017.03,24074.1,0,50792.44,0,166.05,65.16,65.62855794500888,81.52851593684785
1,2016.58,20653.24,0,9565.95,1,231.98,50.8,65.50689551629111,72.69746956977542
1,2019.208559232963,14752.152710578615,0,42189.18258751845,1,227.0191378136999,86.03768725330153,104.38449633421956,100.84775923900351
1,2016.5378710697644,13464.429745036508,0,65285.37984741271,0,208.1477777837754,21.86256162588144,88.08516221387124,69.52956489056471
0,2014.857376113457,22425.21034527623,2,100748.21340670231,1,72.72770039939087,60.47581304735365,85.4855653250589,77.57866202840033
9,2014.37,7354.62,1,102046.62,1,53.17,62.51,66.6451542191488,66.00104307750287
6,2018.14,5921.7,1,61007.78,3,122.17,141.39,100.57175782182412,101.31188570696186
6,2018.73,19062.06,2,16039.42,2,281.45,37.57,87.77161641991106,78.58257912955591
6,2014.694860109191,37748.66216089728,2,62421.09908898363,0,201.71631811319625,151.23134186015417,126.60547547394368,144.88344291912765
12,2014.375875696703,24256.384241355925,0,39964.42106029287,0,202.5347999213652,47.302806615553806,65.61549052713512,74.68438405144786
6,2012.793006217879,17076.77525907577,1,82701.42508283112,0,245.4804486522201,85.49882756028435,110.12009831341582,108.4218768446788
0,2009.5214328914533,24573.78476395308,0,89522.29155614036,3,53.56416343811424,112.66458424763258,76.63102705047397,85.6137073866795
11,2015.47,22946.07,2,22744.59,1,282.22,3.64,57.758006261886166,63.878757042919595
1,2014.714995578537,11966.24517432891,2,55773.91994292884,1,128.3920324802032,41.33822579841126,47.93239599555086,52.84802316594201
8,2011.0750729408203,16799.28984939473,0,77691.8751753936,2,224.0356623424936,81.26120245690794,98.04399812855723,96.71210845510076
12,2017.9840561031856,23674.8544149883,1,53038.67040323179,2,159.85914299809403,34.30138667876955,67.10603785004817,67.83803933901801
2,2010.7926923022603,26539.89483653124,0,77210.12194165548,1,127.20416994027605,101.82086286464592,99.95170659807432,93.09146346464723
8,2016.18,11131.74,0,73104.76,1,34.74,137.62,93.30069766204308,89.20475756682622
7,2015.897645288736,6875.823448493444,1,66487.16922925806,1,189.3181609175523,61.05183228015888,88.35107970740664,76.794512034133
8,2016.54,26147.63,2,23276.57,2,107.5,43.04,64.59430289833615,54.41021474136283
4,2014.16,11184.44,2,51498.27,0,258.96,110.76,109.03210490014878,105.66178595819468
0,2016.663767905544,20044.51375929074,0,51064.11231757475,1,218.0417832752744,119.30934467736122,112.9588402296514,115.02543988093053
5,2015.09,10701.4,1,37701.47,2,33.88,105.9,53.87146905981933,61.1013952734261
7,2013.0630658358864,10387.222614528968,0,48657.03806637273,2,225.67546760418327,40.86453980411884,73.36367089632925,70.78418411435302
1,2013.85,18809.64,0,102038.41,0,44.32,125.45,92.74874832109478,95.84931803492597
2,2015.5627769158373,30752.16396744336,1,57434.94540274482,3,-96.59517913179523,67.5432564122752,38.10581146629367,48.07467962109644
2,2016.537378557572,16297.54435944535,0,91177.55123306609,2,35.78262159320644,11.61825945879022,40.293648977611966,48.7814866959594
11,2016.86,19558.1,1,2056.02,0,241.58,100.78,94.08744891122738,92.00888955110379
6,2017.06,30560.43,2,59100.2,0,264.68,107.98,125.23445942466364,129.20865615862763
7,2017.03,8518.29,1,37671.75,2,124.64,11.36,36.56457602564495,37.745446433387286
7,2011.81622586019,27486.189086560586,1,103479.64898971356,0,82.62110891028229,101.22671503003116,108.04560130459468,94.27124991018965
7,2018.577820445964,24409.461786986503,1,55462.73327484077,3,204.6835592148941,81.08821297850129,96.22493539689246,103.25290949628926
2,2016.0546810035232,19716.968256406883,0,32047.86705981973,3,192.5595559115796,58.44320796084746,71.26821252058059,77.63504611579988
9,2013.25,13646.44,2,41917.26,2,9.55,105.37,62.804590839247055,59.36277446527665
6,2010.7195616623744,17510.379663499825,1,63000.58260378453,1,166.94913586073747,85.87932809835648,86.21037633160395,83.73958068834439
7,2019.4500409373493,25728.57275299591,1,125672.27427187792,0,184.8007050703603,70.54685715010964,119.39520998485408,120.9941039747608
4,2013.42,12354.17,1,110962.9,1,280.6,110.99,118.4840955745312,128.01010449496133
2,2019.736817083507,15903.560308105052,2,84217.00264829423,0,64.91183908832727,72.60740570462659,77.84359091010447,71.1143539270938
3,2012.05,21887.96,0,49198.56,0,44.94,129.24,80.63007197019733,74.65186157453572
6,2014.2966058027928,26822.417531548937,0,55662.15792338584,1,-75.60855141883209,116.86737254976433,90.31109417684762,69.2798303694409
5,2015.1,15020.52,0,56851.7,3,128.76,95.31,93.34571482273464,83.29678742754325
5,2015.5523677459785,4678.4296803319685,2,61748.88886668648,2,18.98457485893169,0.6025758742767806,-7.18326384087062,16.144595817488472
2,2007.742481762472,31315.932247174424,0,63324.149707479264,2,87.35085613172792,108.39105261960418,81.00261028632266,88.2921515363812
9,2018.821586975168,12871.866795496226,2,53753.08351964153,2,193.0169950170551,41.545196981276376,82.08030188185172,80.89967539019767
4,2014.911072320045,16218.897850563551,2,76316.70397997642,3,203.2603072044082,68.49092377530695,94.4576616814864,87.80757222977043
9,2016.7604320804508,23211.982687283544,2,75122.26932724194,0,180.0435695265632,92.68675283493197,111.39924306745937,106.75557840791295
3,2013.2272623721983,21924.830230195137,2,65364.06948286898,3,166.3545508545541,0.5942612198288373,51.46245617130073,49.20978123688074
2,2013.528330819304,9969.311619526028,0,96471.29030874163,3,-2.5290325183952973,42.50869257021933,28.890394803608807,44.15524811383979
6,2013.2830102151468,12867.700643159613,2,77114.22387281379,2,-48.0109000201376,15.581580134229334,15.530136101309004,16.470842031858353
4,2013.9040373305445,26562.816002912223,0,123014.41258625664,2,185.93624848495512,151.76826297175242,146.15584617714472,150.13926982993578
8,2018.04,30279.7,2,88300.13,2,200.26,12.27,92.83793930875484,88.69372217663131
12,2018.0867468783915,30639.89592201428,2,32192.408748152124,0,285.1768263495951,-12.745389566352545,69.50928795936616,70.035965668436
7,2016.6480329552924,30865.070374172195,2,32554.082166657627,2,175.63582068523465,-0.0130299567233294,65.34512719377275,61.0267408818259
0,2015.82665675134,25901.56899894486,2,59867.55266163535,0,182.89083525127336,-21.625763015460805,47.9524427445262,50.711611207406044
9,2017.7,31522.41,0,65581.34,2,255.16,41.43,96.75942191277808,107.83529724339685
3,2013.55097376112,18932.5585907235,0,55727.19994048777,3,276.43732466648424,89.06512900464605,103.96697249845737,103.37510331239608
5,2013.90689685278,21108.978506697007,0,69871.28475969062,1,133.98359330420666,94.22736278584505,66.1078896571242,90.8367609299366
8,2014.7212759264928,24258.005516819765,1,64817.98791657081,3,157.18639470695177,92.58984912952496,96.31011596490924,99.65197688377066
1,2016.3879019753128,11610.632645422536,2,68477.32013474067,1,185.39319695340944,104.50339175308387,106.19485768474917,101.15847941731192
7,2014.5040403797032,20370.27772323585,1,32628.95686061204,1,247.4621211878804,41.371581785724906,97.74108814581017,75.0631976647207
10,2013.809023943464,8445.82395541021,0,27778.086039654507,1,24.43153503046922,165.1749198792994,69.22571287575596,72.90118444411549
12,2016.94,24356.08,0,90942.51,0,10.73,23.98,59.57751264624453,56.40452512355637
3,2016.38,23995.43,1,8230.96,3,192.29,43.64,80.15464697783726,66.65965440075183
9,2016.8459577355147,10449.57385507654,1,12438.632570208094,0,121.78826555408256,96.7545952520939,55.14780301206336,64.55564944917538
4,2013.7092091661525,11764.601130133427,2,35821.55419940596,3,79.91742141649205,29.58295570410096,28.586129377349167,30.547143139256352
4,2016.2105576643096,26164.65509234511,0,25144.240339989054,2,210.85755718401447,52.043576925326015,80.85824510830733,78.26540811692874
3,2013.567682698439,30230.56886549072,1,-23510.374695874336,0,187.91935868117216,101.85861911486556,88.7414126377432,77.62654223884596
4,2016.65,14718.86,1,52570.34,1,47.05,93.95,77.18636156316812,67.59474856690876
0,2016.42,29761.64,0,100180.95,2,98.95,141.47,136.75508191822473,128.29345122877493
10,2014.9089207496056,19511.13184432245,1,80098.1993157809,2,133.50910550984003,95.37851646236166,96.33719823333462,94.63905256006575
4,2013.0729159751925,24001.8323412672,2,36798.141556085226,2,43.59576700601943,66.51212950415201,53.89100014706315,53.48624431148887
11,2013.8424090791068,6136.313805133659,1,76883.13877563951,2,284.68912796263703,88.49370108503896,120.8260312706422,98.59317886846303
0,2015.063163160678,36086.51125393866,1,86069.710944608,1,194.5610917854653,72.95485328886252,106.91769221077062,110.04070389912017
6,2012.8,4997.07,1,64521.49,0,224.37,1.69,44.0617324554553,51.13965043747284
8,2014.663338768733,20244.73013929609,1,93807.39918342933,3,163.6424237093543,56.94133095132993,83.11531224542637,86.59418560683247
